GRMZM5G811749	Zm00001ca000001
GRMZM2G303319	Zm00001ca000697
GRMZM2G171006	Zm00001ca000698
AC206547.2_FG002	Zm00001ca000699
GRMZM2G365888	Zm00001ca000700
GRMZM2G105229	Zm00001ca000701
GRMZM2G027551	Zm00001ca000702
GRMZM2G073860	Zm00001ca000703
GRMZM2G401561	Zm00001ca000704
GRMZM2G084463	Zm00001ca000705
GRMZM2G166686	Zm00001ca000706
GRMZM2G466931	Zm00001ca000707
AC203972.3_FG001	Zm00001ca000708
AC203972.3_FG003	Zm00001ca000709
GRMZM2G322451	Zm00001ca000710
GRMZM2G027298	Zm00001ca000711
GRMZM5G846142	Zm00001ca000712
GRMZM5G842236	Zm00001ca000713
GRMZM2G383088	Zm00001ca000714
GRMZM2G052606	Zm00001ca000715
GRMZM2G700143	Zm00001ca000716
GRMZM2G420407	Zm00001ca000717
GRMZM2G420448	Zm00001ca000718
GRMZM2G120530	Zm00001ca000719
GRMZM2G406108	Zm00001ca000720
GRMZM2G060183	Zm00001ca000721
GRMZM2G102634	Zm00001ca000722
GRMZM2G102683	Zm00001ca000723
GRMZM2G434157	Zm00001ca000724
GRMZM2G042089	Zm00001ca000725
GRMZM2G132140	Zm00001ca000726
GRMZM2G700178	Zm00001ca000727
GRMZM2G700182	Zm00001ca000728
GRMZM2G087655	Zm00001ca000729
GRMZM2G087692	Zm00001ca000730
GRMZM2G073943	Zm00001ca000731
GRMZM2G174427	Zm00001ca000732
GRMZM5G815171	Zm00001ca000733
AC203332.3_FG001	Zm00001ca000734
GRMZM2G010669	Zm00001ca000735
GRMZM2G117028	Zm00001ca000736
GRMZM5G862276	Zm00001ca000737
GRMZM2G316595	Zm00001ca000738
AC189796.3_FG004	Zm00001ca000739
GRMZM2G115424	Zm00001ca000740
AC210820.3_FG003	Zm00001ca000741
GRMZM2G064008	Zm00001ca000742
GRMZM2G073908	Zm00001ca000743
GRMZM2G124974	Zm00001ca000744
GRMZM2G425986	Zm00001ca000745
AC194410.3_FG002	Zm00001ca000746
GRMZM2G097286	Zm00001ca000747
GRMZM2G403789	Zm00001ca000748
GRMZM2G027431	Zm00001ca000749
GRMZM5G829554	Zm00001ca000750
GRMZM2G415726	Zm00001ca000751
GRMZM5G827286	Zm00001ca000752
GRMZM2G700208	Zm00001ca000753
GRMZM2G350919	Zm00001ca000754
GRMZM2G480328	Zm00001ca000755
GRMZM2G171518	Zm00001ca000756
GRMZM2G080650	Zm00001ca000757
GRMZM2G133577	Zm00001ca000758
GRMZM2G133588	Zm00001ca000759
GRMZM2G016890	Zm00001ca000760
GRMZM2G119465	Zm00001ca000761
AC199703.3_FG003	Zm00001ca000762
GRMZM2G325643	Zm00001ca000763
AC188722.3_FG002	Zm00001ca000764
GRMZM2G014844	Zm00001ca000765
GRMZM2G153383	Zm00001ca000766
GRMZM2G042461	Zm00001ca000767
GRMZM2G341379	Zm00001ca000768
GRMZM2G003059	Zm00001ca000769
GRMZM2G003090	Zm00001ca000770
AC210727.4_FG002	Zm00001ca000771
GRMZM2G479834	Zm00001ca000772
GRMZM2G009443	Zm00001ca000773
GRMZM2G067562	Zm00001ca000774
GRMZM2G565911	Zm00001ca000775
AC220976.4_FG004	Zm00001ca000776
GRMZM2G088539	Zm00001ca000777
GRMZM2G173055	Zm00001ca000778
GRMZM2G472703	Zm00001ca000779
AC214791.2_FG002	Zm00001ca000780
GRMZM2G428362	Zm00001ca000781
GRMZM2G049915	Zm00001ca000782
GRMZM2G049892	Zm00001ca000783
GRMZM2G512575	Zm00001ca000784
GRMZM2G035305	Zm00001ca000785
GRMZM2G042995	Zm00001ca000786
GRMZM2G418776	Zm00001ca000787
GRMZM2G022283	Zm00001ca000788
GRMZM2G095323	Zm00001ca000789
GRMZM2G008247	Zm00001ca000790
GRMZM2G088140	Zm00001ca000791
GRMZM2G465257	Zm00001ca000792
GRMZM2G012176	Zm00001ca000793
GRMZM2G010406	Zm00001ca000794
GRMZM2G010095	Zm00001ca000795
GRMZM2G173209	Zm00001ca000796
GRMZM2G128648	Zm00001ca000797
GRMZM2G069606	Zm00001ca000798
AC194467.3_FG006	Zm00001ca000799
GRMZM2G138829	Zm00001ca000800
GRMZM2G012756	Zm00001ca000801
GRMZM2G088487	Zm00001ca000802
GRMZM2G067320	Zm00001ca000803
AC208855.3_FG002	Zm00001ca000804
GRMZM2G034727	Zm00001ca000805
GRMZM2G360615	Zm00001ca000806
GRMZM2G070620	Zm00001ca000807
GRMZM2G128876	Zm00001ca000808
GRMZM2G427685	Zm00001ca000809
GRMZM2G041055	Zm00001ca000810
GRMZM2G357034	Zm00001ca000811
GRMZM2G065168	Zm00001ca000812
GRMZM2G065174	Zm00001ca000813
GRMZM5G834605	Zm00001ca000814
GRMZM5G886835	Zm00001ca000815
GRMZM2G029300	Zm00001ca000816
GRMZM2G374801	Zm00001ca000817
GRMZM2G056756	Zm00001ca000818
GRMZM2G056697	Zm00001ca000819
GRMZM2G122330	Zm00001ca000820
AC214266.3_FG002	Zm00001ca000821
GRMZM2G074818	Zm00001ca000822
GRMZM2G700514	Zm00001ca000823
GRMZM2G427351	Zm00001ca000824
GRMZM2G148078	Zm00001ca000825
GRMZM2G405170	Zm00001ca000826
GRMZM2G155221	Zm00001ca000827
GRMZM2G132625	Zm00001ca000828
GRMZM2G058081	Zm00001ca000829
GRMZM2G474297	Zm00001ca000830
GRMZM5G816432	Zm00001ca000831
AC208079.3_FG001	Zm00001ca000832
GRMZM2G025640	Zm00001ca000833
AC218154.3_FG004	Zm00001ca000834
GRMZM2G033985	Zm00001ca000835
GRMZM2G002483	Zm00001ca000836
GRMZM2G091774	Zm00001ca000837
GRMZM2G015599	Zm00001ca000838
GRMZM2G104489	Zm00001ca000839
AC189056.3_FG001	Zm00001ca000840
GRMZM2G135800	Zm00001ca000841
GRMZM2G371316	Zm00001ca000842
GRMZM2G371345	Zm00001ca000843
GRMZM2G076128	Zm00001ca000844
GRMZM2G149943	Zm00001ca000845
GRMZM2G140209	Zm00001ca000846
GRMZM2G108362	Zm00001ca000847
GRMZM2G016261	Zm00001ca000848
GRMZM2G146951	Zm00001ca000849
GRMZM2G447071	Zm00001ca000850
GRMZM2G146978	Zm00001ca000851
GRMZM2G146981	Zm00001ca000852
GRMZM2G570790	Zm00001ca000853
GRMZM2G700616	Zm00001ca000854
GRMZM5G865036	Zm00001ca000855
GRMZM2G328908	Zm00001ca000856
GRMZM2G306597	Zm00001ca000857
GRMZM2G009268	Zm00001ca000858
GRMZM2G471362	Zm00001ca000859
GRMZM2G350748	Zm00001ca000860
GRMZM2G062585	Zm00001ca000861
GRMZM2G439116	Zm00001ca000862
GRMZM2G093451	Zm00001ca000863
AC202092.2_FG003	Zm00001ca000864
GRMZM2G058498	Zm00001ca000865
GRMZM2G102156	Zm00001ca000866
GRMZM2G094352	Zm00001ca000867
GRMZM2G419166	Zm00001ca000868
GRMZM2G069264	Zm00001ca000869
GRMZM2G368486	Zm00001ca000870
GRMZM2G145909	Zm00001ca000871
AC196714.3_FG004	Zm00001ca000872
GRMZM2G137715	Zm00001ca000873
GRMZM2G361718	Zm00001ca000874
GRMZM2G038950	Zm00001ca000875
AC210948.3_FG001	Zm00001ca000876
AC215639.3_FG002	Zm00001ca000877
GRMZM2G700239	Zm00001ca000878
GRMZM5G809546	Zm00001ca000879
GRMZM2G135286	Zm00001ca000880
AC200225.5_FG001	Zm00001ca000881
GRMZM2G538119	Zm00001ca000882
GRMZM2G574175	Zm00001ca000883
GRMZM2G459370	Zm00001ca000884
AC190590.3_FG001	Zm00001ca000885
GRMZM2G434549	Zm00001ca000886
GRMZM2G084597	Zm00001ca000887
GRMZM2G367483	Zm00001ca000888
GRMZM2G117836	Zm00001ca000889
GRMZM2G336859	Zm00001ca000890
GRMZM2G336813	Zm00001ca000891
GRMZM2G390967	Zm00001ca000892
GRMZM2G170499	Zm00001ca000893
GRMZM2G073380	Zm00001ca000894
GRMZM2G073371	Zm00001ca000895
GRMZM2G337389	Zm00001ca000896
GRMZM2G114119	Zm00001ca000897
GRMZM2G700275	Zm00001ca000898
AC199857.4_FG004	Zm00001ca000899
GRMZM2G365319	Zm00001ca000900
GRMZM2G092363	Zm00001ca000901
GRMZM2G158616	Zm00001ca000902
GRMZM2G101900	Zm00001ca000903
GRMZM2G149216	Zm00001ca000904
GRMZM2G149236	Zm00001ca000905
GRMZM2G469697	Zm00001ca000906
GRMZM2G364285	Zm00001ca000907
GRMZM2G003979	Zm00001ca000908
GRMZM2G127087	Zm00001ca000909
GRMZM2G028306	Zm00001ca000910
GRMZM2G094452	Zm00001ca000911
GRMZM5G840762	Zm00001ca000912
GRMZM2G112278	Zm00001ca000913
GRMZM2G004732	Zm00001ca000914
GRMZM2G383778	Zm00001ca000915
GRMZM2G126471	Zm00001ca000916
GRMZM2G092024	Zm00001ca000917
GRMZM5G812144	Zm00001ca000918
GRMZM2G384107	Zm00001ca000919
GRMZM2G311316	Zm00001ca000920
GRMZM2G009681	Zm00001ca000921
GRMZM2G127336	Zm00001ca000922
AC203316.3_FG003	Zm00001ca000923
AC203316.3_FG004	Zm00001ca000924
GRMZM2G147683	Zm00001ca000925
GRMZM2G118063	Zm00001ca000926
AC189883.3_FG002	Zm00001ca000927
GRMZM2G012761	Zm00001ca000928
AC199335.3_FG002	Zm00001ca000929
GRMZM2G180720	Zm00001ca000930
GRMZM2G175401	Zm00001ca000931
GRMZM2G178817	Zm00001ca000932
GRMZM2G071390	Zm00001ca000933
GRMZM2G097509	Zm00001ca000934
GRMZM2G049930	Zm00001ca000935
GRMZM2G053177	Zm00001ca000936
GRMZM2G012530	Zm00001ca000937
GRMZM2G087111	Zm00001ca000938
GRMZM2G142565	Zm00001ca000939
GRMZM2G142620	Zm00001ca000940
GRMZM2G141399	Zm00001ca000941
GRMZM5G862119	Zm00001ca000942
GRMZM5G851266	Zm00001ca000943
GRMZM2G134613	Zm00001ca000944
GRMZM2G134655	Zm00001ca000945
GRMZM5G856546	Zm00001ca000946
zma-MIR171j	Zm00001ca000947
zma-MIR171j	Zm00001ca000948
zma-MIR171j	Zm00001ca000949
GRMZM2G052036	Zm00001ca000950
GRMZM2G181192	Zm00001ca000951
GRMZM2G079777	Zm00001ca000952
GRMZM2G079925	Zm00001ca000953
GRMZM2G005938	Zm00001ca000954
GRMZM2G363971	Zm00001ca000955
GRMZM2G006083	Zm00001ca000956
GRMZM2G172904	Zm00001ca000957
AC187404.3_FG006	Zm00001ca000958
GRMZM2G007140	Zm00001ca000959
GRMZM2G402881	Zm00001ca000960
AC187404.3_FG003	Zm00001ca000961
GRMZM2G305757	Zm00001ca000962
GRMZM2G485905	Zm00001ca000963
GRMZM2G316371	Zm00001ca000964
GRMZM2G167018	Zm00001ca000965
GRMZM2G582930	Zm00001ca000966
GRMZM6G411492	Zm00001ca000967
GRMZM2G143568	Zm00001ca000968
GRMZM2G568979	Zm00001ca000969
GRMZM2G007248	Zm00001ca000970
GRMZM2G119305	Zm00001ca000971
GRMZM2G146115	Zm00001ca000972
GRMZM2G163923	Zm00001ca000973
GRMZM2G109515	Zm00001ca000974
GRMZM5G894320	Zm00001ca000975
GRMZM2G034152	Zm00001ca000976
GRMZM5G884349	Zm00001ca000977
GRMZM2G079965	Zm00001ca000978
GRMZM2G146142	Zm00001ca000979
GRMZM2G151567	Zm00001ca000980
GRMZM2G151580	Zm00001ca000981
GRMZM2G002391	Zm00001ca000982
GRMZM2G052328	Zm00001ca000983
AC225173.3_FG002	Zm00001ca000984
GRMZM2G009353	Zm00001ca000985
GRMZM2G368902	Zm00001ca000986
GRMZM2G368861	Zm00001ca000987
GRMZM2G368890	Zm00001ca000988
GRMZM2G155729	Zm00001ca000989
GRMZM2G455564	Zm00001ca000990
GRMZM2G478382	Zm00001ca000991
GRMZM2G478370	Zm00001ca000992
GRMZM2G029307	Zm00001ca000993
GRMZM2G029552	Zm00001ca000994
GRMZM2G356897	Zm00001ca000995
GRMZM2G356895	Zm00001ca000996
GRMZM2G118610	Zm00001ca000997
GRMZM2G315767	Zm00001ca000998
GRMZM2G046861	Zm00001ca000999
GRMZM2G073077	Zm00001ca001000
GRMZM2G173321	Zm00001ca001001
GRMZM2G539054	Zm00001ca001002
GRMZM2G019744	Zm00001ca001003
GRMZM2G020254	Zm00001ca001004
GRMZM2G020054	Zm00001ca001005
GRMZM2G074489	Zm00001ca001006
GRMZM2G038967	Zm00001ca001007
GRMZM2G420774	Zm00001ca001008
GRMZM2G121992	Zm00001ca001009
GRMZM2G420789	Zm00001ca001010
GRMZM2G339545	Zm00001ca001011
GRMZM2G404426	Zm00001ca001012
GRMZM2G433849	Zm00001ca001013
GRMZM2G043749	Zm00001ca001014
GRMZM2G070575	Zm00001ca001015
GRMZM2G140612	Zm00001ca001016
GRMZM2G442195	Zm00001ca001017
GRMZM2G159002	Zm00001ca001018
GRMZM2G155357	Zm00001ca001019
GRMZM2G155392	Zm00001ca001020
GRMZM2G454472	Zm00001ca001021
AC216815.3_FG004	Zm00001ca001022
GRMZM2G149894	Zm00001ca001023
GRMZM2G149969	Zm00001ca001024
GRMZM2G161569	Zm00001ca001025
GRMZM2G041963	Zm00001ca001026
GRMZM2G481531	Zm00001ca001027
GRMZM2G170201	Zm00001ca001028
GRMZM2G317098	Zm00001ca001029
AC200622.3_FG005	Zm00001ca001030
GRMZM2G119867	Zm00001ca001031
GRMZM2G423393	Zm00001ca001032
GRMZM2G038340	Zm00001ca001033
GRMZM2G097739	Zm00001ca001034
GRMZM2G097736	Zm00001ca001035
GRMZM2G121096	Zm00001ca001036
AC202178.3_FG002	Zm00001ca001037
GRMZM2G314593	Zm00001ca001038
GRMZM2G178807	Zm00001ca001039
GRMZM2G038501	Zm00001ca001040
GRMZM2G071475	Zm00001ca001041
GRMZM2G090594	Zm00001ca001042
GRMZM2G062811	Zm00001ca001043
GRMZM2G364748	Zm00001ca001044
GRMZM2G066538	Zm00001ca001045
AC211585.3_FG004	Zm00001ca001046
GRMZM2G063566	Zm00001ca001047
AC197583.2_FG003	Zm00001ca001048
GRMZM2G119783	Zm00001ca001049
GRMZM2G459864	Zm00001ca001050
GRMZM2G700828	Zm00001ca001051
GRMZM2G076157	Zm00001ca001052
GRMZM2G084496	Zm00001ca001053
GRMZM2G145870	Zm00001ca001054
GRMZM2G066539	Zm00001ca001055
GRMZM2G326625	Zm00001ca001056
GRMZM2G032751	Zm00001ca001057
GRMZM2G091316	Zm00001ca001058
GRMZM2G391627	Zm00001ca001059
GRMZM2G091373	Zm00001ca001060
GRMZM2G391639	Zm00001ca001061
GRMZM2G431030	Zm00001ca001062
GRMZM2G138997	Zm00001ca001063
GRMZM2G103287	Zm00001ca001064
GRMZM2G103250	Zm00001ca001065
GRMZM2G170958	Zm00001ca001066
GRMZM2G471579	Zm00001ca001067
GRMZM2G144407	Zm00001ca001068
GRMZM2G102231	Zm00001ca001069
GRMZM2G448627	Zm00001ca001070
GRMZM2G128907	Zm00001ca001071
GRMZM2G049641	Zm00001ca001072
GRMZM2G453347	Zm00001ca001073
GRMZM2G112782	Zm00001ca001074
GRMZM2G045507	Zm00001ca001075
GRMZM2G008209	Zm00001ca001076
GRMZM2G023422	Zm00001ca001077
GRMZM2G023275	Zm00001ca001078
GRMZM2G106590	Zm00001ca001079
GRMZM2G162574	Zm00001ca001080
GRMZM2G460893	Zm00001ca001081
AC215874.3_FG003	Zm00001ca001082
GRMZM2G087395	Zm00001ca001083
GRMZM2G087525	Zm00001ca001084
GRMZM2G384439	Zm00001ca001085
GRMZM5G840135	Zm00001ca001086
zma-MIR2275c	Zm00001ca001087
zma-MIR2275c	Zm00001ca001088
zma-MIR2275c	Zm00001ca001089
zma-MIR2275c	Zm00001ca001090
zma-MIR2275c	Zm00001ca001091
zma-MIR2275c	Zm00001ca001092
zma-MIR2275c	Zm00001ca001093
zma-MIR2275c	Zm00001ca001094
zma-MIR2275c	Zm00001ca001095
zma-MIR2275c	Zm00001ca001096
zma-MIR2275c	Zm00001ca001097
zma-MIR2275c	Zm00001ca001098
zma-MIR2275c	Zm00001ca001099
zma-MIR2275c	Zm00001ca001100
zma-MIR2275c	Zm00001ca001101
zma-MIR2275c	Zm00001ca001102
zma-MIR2275c	Zm00001ca001103
zma-MIR2275c	Zm00001ca001104
zma-MIR2275c	Zm00001ca001105
GRMZM2G123654	Zm00001ca001106
GRMZM2G123644	Zm00001ca001107
GRMZM2G055070	Zm00001ca001108
GRMZM2G055059	Zm00001ca001109
GRMZM2G355959	Zm00001ca001110
GRMZM2G531052	Zm00001ca001111
AC196202.3_FG007	Zm00001ca001112
GRMZM2G072621	Zm00001ca001113
GRMZM2G107616	Zm00001ca001114
GRMZM2G107595	Zm00001ca001115
GRMZM2G107521	Zm00001ca001116
GRMZM2G700899	Zm00001ca001117
GRMZM2G407393	Zm00001ca001118
GRMZM5G858232	Zm00001ca001119
GRMZM2G122941	Zm00001ca001120
GRMZM5G885714	Zm00001ca001121
GRMZM2G440972	Zm00001ca001122
GRMZM2G442458	Zm00001ca001123
GRMZM2G141150	Zm00001ca001124
GRMZM2G141152	Zm00001ca001125
GRMZM5G850027	Zm00001ca001126
GRMZM2G141133	Zm00001ca001127
GRMZM2G141136	Zm00001ca001128
GRMZM2G141071	Zm00001ca001129
GRMZM2G039671	Zm00001ca001130
GRMZM2G039824	Zm00001ca001131
GRMZM2G343080	Zm00001ca001132
GRMZM5G846356	Zm00001ca001133
AC199911.5_FG001	Zm00001ca001134
GRMZM2G027750	Zm00001ca001135
GRMZM2G022359	Zm00001ca001136
GRMZM2G022506	Zm00001ca001137
GRMZM2G343519	Zm00001ca001138
GRMZM2G133512	Zm00001ca001139
GRMZM2G407495	Zm00001ca001140
GRMZM5G863023	Zm00001ca001141
GRMZM2G700927	Zm00001ca001142
GRMZM2G148316	Zm00001ca001143
GRMZM2G465812	Zm00001ca001144
GRMZM2G002976	Zm00001ca001145
GRMZM2G117319	Zm00001ca001146
GRMZM2G176355	Zm00001ca001147
GRMZM2G380765	Zm00001ca001148
GRMZM2G380776	Zm00001ca001149
GRMZM2G074309	Zm00001ca001150
GRMZM2G384763	Zm00001ca001151
AC203341.3_FG003	Zm00001ca001152
GRMZM2G179092	Zm00001ca001153
GRMZM2G150680	Zm00001ca001154
GRMZM2G438602	Zm00001ca001155
GRMZM2G106974	Zm00001ca001156
GRMZM2G165775	Zm00001ca001157
GRMZM2G468615	Zm00001ca001158
GRMZM5G847451	Zm00001ca001159
GRMZM2G165757	Zm00001ca001160
GRMZM2G113662	Zm00001ca001161
GRMZM2G113682	Zm00001ca001162
GRMZM2G411691	Zm00001ca001163
GRMZM2G467212	Zm00001ca001164
GRMZM5G891058	Zm00001ca001165
GRMZM6G933659	Zm00001ca001166
GRMZM2G321020	Zm00001ca001167
GRMZM2G321023	Zm00001ca001168
GRMZM2G006736	Zm00001ca001169
GRMZM2G007074	Zm00001ca001170
GRMZM2G055125	Zm00001ca001171
GRMZM2G369260	Zm00001ca001172
GRMZM2G099352	Zm00001ca001173
GRMZM2G068808	Zm00001ca001174
GRMZM2G007698	Zm00001ca001175
GRMZM2G078292	Zm00001ca001176
GRMZM2G079759	Zm00001ca001177
GRMZM2G079908	Zm00001ca001178
GRMZM2G037768	Zm00001ca001179
GRMZM2G145123	Zm00001ca001180
GRMZM2G145130	Zm00001ca001181
GRMZM2G042895	Zm00001ca001182
GRMZM2G042992	Zm00001ca001183
GRMZM2G177621	Zm00001ca001184
GRMZM2G171187	Zm00001ca001185
GRMZM2G171229	Zm00001ca001186
GRMZM2G171236	Zm00001ca001187
GRMZM2G178014	Zm00001ca001188
GRMZM2G110145	Zm00001ca001189
GRMZM2G123308	Zm00001ca001190
GRMZM2G030659	Zm00001ca001191
GRMZM2G305582	Zm00001ca001192
GRMZM2G153416	Zm00001ca001193
GRMZM5G813804	Zm00001ca001194
GRMZM2G001530	Zm00001ca001195
GRMZM2G001551	Zm00001ca001196
GRMZM2G023073	Zm00001ca001197
GRMZM2G078906	Zm00001ca001198
AC216369.3_FG002	Zm00001ca001199
GRMZM2G003715	Zm00001ca001200
GRMZM2G309933	Zm00001ca001201
GRMZM2G180168	Zm00001ca001202
GRMZM2G474769	Zm00001ca001203
GRMZM2G175265	Zm00001ca001204
GRMZM2G175165	Zm00001ca001205
GRMZM2G175101	Zm00001ca001206
GRMZM5G839744	Zm00001ca001207
GRMZM2G471335	Zm00001ca001208
AC197771.3_FG001	Zm00001ca001209
AC191708.3_FG001	Zm00001ca001210
GRMZM2G033862	Zm00001ca001211
GRMZM5G811268	Zm00001ca001212
AC191708.3_FG002	Zm00001ca001213
GRMZM2G532939	Zm00001ca001214
GRMZM5G821482	Zm00001ca001215
AC194273.3_FG007	Zm00001ca001216
AC194273.3_FG006	Zm00001ca001217
GRMZM2G123886	Zm00001ca001218
GRMZM5G806309	Zm00001ca001219
GRMZM5G832581	Zm00001ca001220
GRMZM5G852935	Zm00001ca001221
GRMZM5G865540	Zm00001ca001222
GRMZM5G875643	Zm00001ca001223
zma-MIR395c	Zm00001ca001224
zma-MIR395c	Zm00001ca001225
zma-MIR395c	Zm00001ca001226
zma-MIR395k	Zm00001ca001227
zma-MIR395k	Zm00001ca001228
zma-MIR395k	Zm00001ca001229
zma-MIR395l	Zm00001ca001230
zma-MIR395l	Zm00001ca001231
zma-MIR395l	Zm00001ca001232
zma-MIR395m	Zm00001ca001233
zma-MIR395m	Zm00001ca001234
zma-MIR395m	Zm00001ca001235
GRMZM2G032564	Zm00001ca001236
AC203985.4_FG001	Zm00001ca001237
AC203985.4_FG005	Zm00001ca001238
GRMZM2G085845	Zm00001ca001239
GRMZM2G086117	Zm00001ca001240
AC195058.3_FG003	Zm00001ca001241
AC187899.3_FG002	Zm00001ca001242
GRMZM2G044306	Zm00001ca001243
GRMZM2G086496	Zm00001ca001244
GRMZM2G385989	Zm00001ca001245
GRMZM2G063322	Zm00001ca001246
GRMZM2G363913	Zm00001ca001247
GRMZM5G801666	Zm00001ca001248
GRMZM2G172642	Zm00001ca001249
GRMZM2G077317	Zm00001ca001250
GRMZM2G077486	Zm00001ca001251
GRMZM2G096422	Zm00001ca001252
GRMZM2G096367	Zm00001ca001253
GRMZM2G333183	Zm00001ca001254
GRMZM2G502467	Zm00001ca001255
GRMZM2G446895	Zm00001ca001256
GRMZM2G154328	Zm00001ca001257
GRMZM2G372475	Zm00001ca001258
GRMZM2G070555	Zm00001ca001259
GRMZM2G372553	Zm00001ca001260
GRMZM2G026884	Zm00001ca001261
GRMZM2G008271	Zm00001ca001262
GRMZM2G008403	Zm00001ca001263
GRMZM2G058703	Zm00001ca001264
GRMZM2G054359	Zm00001ca001265
GRMZM2G054397	Zm00001ca001266
GRMZM2G034862	Zm00001ca001267
GRMZM2G133370	Zm00001ca001268
GRMZM2G133382	Zm00001ca001269
GRMZM2G123411	Zm00001ca001270
GRMZM2G123410	Zm00001ca001271
GRMZM2G054931	Zm00001ca001272
GRMZM2G074971	Zm00001ca001273
GRMZM2G375531	Zm00001ca001274
GRMZM2G134756	Zm00001ca001275
GRMZM2G021864	Zm00001ca001276
GRMZM2G108892	Zm00001ca001277
GRMZM2G325907	Zm00001ca001278
GRMZM2G070780	Zm00001ca001279
GRMZM5G832300	Zm00001ca001280
GRMZM2G358161	Zm00001ca001281
GRMZM5G828229	Zm00001ca001282
GRMZM5G856084	Zm00001ca001283
GRMZM2G341302	Zm00001ca001284
GRMZM2G341304	Zm00001ca001285
GRMZM2G042980	Zm00001ca001286
AC188036.3_FG003	Zm00001ca001287
GRMZM2G032684	Zm00001ca001288
GRMZM2G149786	Zm00001ca001289
GRMZM2G415470	Zm00001ca001290
GRMZM2G433727	Zm00001ca001291
GRMZM2G452084	Zm00001ca001292
GRMZM2G172139	Zm00001ca001293
GRMZM2G172153	Zm00001ca001294
AC193645.3_FG006	Zm00001ca001295
GRMZM2G178942	Zm00001ca001296
GRMZM2G054309	Zm00001ca001297
GRMZM2G121137	Zm00001ca001298
GRMZM2G362828	Zm00001ca001299
GRMZM2G063363	Zm00001ca001300
GRMZM2G021388	Zm00001ca001301
GRMZM2G021277	Zm00001ca001302
GRMZM2G309126	Zm00001ca001303
GRMZM2G016254	Zm00001ca001304
GRMZM2G304010	Zm00001ca001305
GRMZM2G003765	Zm00001ca001306
GRMZM2G003897	Zm00001ca001307
GRMZM2G306105	Zm00001ca001308
GRMZM2G393742	Zm00001ca001309
GRMZM2G093858	Zm00001ca001310
GRMZM2G093744	Zm00001ca001311
GRMZM2G030181	Zm00001ca001312
GRMZM2G060054	Zm00001ca001313
GRMZM2G103785	Zm00001ca001314
GRMZM2G701188	Zm00001ca001315
GRMZM2G148884	Zm00001ca001316
GRMZM2G429163	Zm00001ca001317
GRMZM2G002818	Zm00001ca001318
GRMZM2G168795	Zm00001ca001319
GRMZM2G123963	Zm00001ca001320
GRMZM2G148909	Zm00001ca001321
GRMZM2G148924	Zm00001ca001322
GRMZM2G310453	Zm00001ca001323
GRMZM2G310505	Zm00001ca001324
GRMZM2G004957	Zm00001ca001325
GRMZM2G005024	Zm00001ca001326
GRMZM2G005126	Zm00001ca001327
GRMZM2G170291	Zm00001ca001328
GRMZM2G133529	Zm00001ca001329
GRMZM2G022793	Zm00001ca001330
GRMZM5G845163	Zm00001ca001331
GRMZM2G139157	Zm00001ca001332
GRMZM2G439268	Zm00001ca001333
GRMZM5G830329	Zm00001ca001334
GRMZM5G894486	Zm00001ca001335
GRMZM2G086303	Zm00001ca001336
GRMZM2G136341	Zm00001ca001337
GRMZM2G177620	Zm00001ca001338
GRMZM2G125947	Zm00001ca001339
GRMZM2G125977	Zm00001ca001340
GRMZM2G126007	Zm00001ca001341
GRMZM2G101932	Zm00001ca001342
GRMZM2G101926	Zm00001ca001343
GRMZM2G101875	Zm00001ca001344
GRMZM2G124744	Zm00001ca001345
GRMZM2G425427	Zm00001ca001346
GRMZM2G001824	Zm00001ca001347
AC194136.3_FG001	Zm00001ca001348
GRMZM2G409485	Zm00001ca001349
GRMZM2G155836	Zm00001ca001350
GRMZM2G060822	Zm00001ca001351
GRMZM2G060798	Zm00001ca001352
GRMZM2G350819	Zm00001ca001353
GRMZM2G394500	Zm00001ca001354
GRMZM2G006727	Zm00001ca001355
AC198787.3_FG009	Zm00001ca001356
GRMZM5G837151	Zm00001ca001357
GRMZM2G060721	Zm00001ca001358
GRMZM2G160062	Zm00001ca001359
AC198787.3_FG001	Zm00001ca001360
AC198787.3_FG004	Zm00001ca001361
GRMZM2G082522	Zm00001ca001362
GRMZM2G050829	Zm00001ca001363
GRMZM2G050883	Zm00001ca001364
GRMZM2G022740	Zm00001ca001365
GRMZM2G022828	Zm00001ca001366
GRMZM2G326222	Zm00001ca001367
AC205413.4_FG002	Zm00001ca001368
AC205413.4_FG003	Zm00001ca001369
AC205413.4_FG001	Zm00001ca001370
GRMZM2G177792	Zm00001ca001371
GRMZM2G061135	Zm00001ca001372
GRMZM2G061447	Zm00001ca001373
GRMZM2G061728	Zm00001ca001374
GRMZM2G155503	Zm00001ca001375
GRMZM2G455749	Zm00001ca001376
GRMZM2G155512	Zm00001ca001377
GRMZM2G155561	Zm00001ca001378
GRMZM2G034929	Zm00001ca001379
GRMZM2G099002	Zm00001ca001380
GRMZM2G028104	Zm00001ca001381
GRMZM2G028014	Zm00001ca001382
GRMZM2G122943	Zm00001ca001383
GRMZM2G123029	Zm00001ca001384
GRMZM5G851490	Zm00001ca001385
GRMZM2G109062	Zm00001ca001386
GRMZM2G109142	Zm00001ca001387
GRMZM2G109175	Zm00001ca001388
GRMZM2G325332	Zm00001ca001389
GRMZM2G015605	Zm00001ca001390
GRMZM2G036554	Zm00001ca001391
GRMZM2G081685	Zm00001ca001392
